artist_id,nb_fan,nb_album
1486305,134,0
15357,2454,15
244063,995,2
185950,124,19
255260,6,1
153350,7183,50
4540965,38,0
270981,872,6
11113,7101,5
299764,522,2
308856,238,0
9891,103,0
308857,33,0
812,861,1
174662,1049,2
308847,77,0
308848,915,0
5888,2990,30
308849,57,0
308850,55,0
308852,11,0
174505,449,0
297937,80,0
4299,1155,2
308855,241,0
16867,312,18
334513,623,4
7182878,5,0
74186,39163,50
1681107,3,1
337057,789,2
1851561,9,1
278385,248,9
4172365,0,0
512555,462,1
662409,57,50
6321892,72,1
863419,6,0
863420,7,0
863421,34,0
863418,13,0
80473,4672,5
74106,916,3
74577,297,170
398730,9,3
423138,706,3
1106725,682,4
69438,735,2
12157,187,6
1126844,4,0
1140907,64,3
60026,8250,117
247294,937,46
1213426,320,2
1234916,553,6
817985,17894,7
7448754,142,1
1278847,362,1
260085,391,8
4381096,248,2
1330011,27,2
10209,642,6
1253191,14,8
87925,32,1
1451748,50,2
448762,50,1
9115,107945,25
1244252,123,1
870538,299,0
1003942,31,0
1003944,19,0
56129,89,6
205600,70,0
16453,56822,9
267091,4096,43
10726193,0,1
1639818,30,0
69113,248,1
3874001,44,1
12541,2289,31
299314,1191,0
86535,101,1
3978181,56,0
3978231,280,0
4033117,2838,0
1581503,34,128
4062922,153,8
334787,55,17
2424441,0,1
66558,399,6
71872,20776,78
2901,2996,69
56894,139,12
298301,45,1
15558,25,2
4546102,1276,0
7752,284,1
4658540,63,0
1351273,34,0
4658542,4,0
582489,735,6
1387120,0,7
4888099,1096,3
4895282,3,1
990001,896,2
5162411,72,1
5264351,30,1
71542,280,27
111955,4213,5
132191,39,3
286826,206,1
407853,50,15
5431178,23,0
1509902,324,11
5475097,27,1
4851153,516,2
152361,19,10
4153426,27,0
12921,682,3
5679972,122,3
4926678,3075,2
62233,312,18
801554,49,1
4036894,111,3
5644116,194,5
5551084,501,3
8555,3629,2
274471,32,17
1192748,6,0
144069,875,6
4777215,3,8
485673,3204,34
1439601,111,3
5425292,1,53
467549,12652,6
6678941,175,1
80967,146,11
77526,4631,296
2992391,1979,0
6786871,45,0
6128542,6,0
175113,11373,4
3517431,211,31
13096,9158,21
1207764,427,2
6925141,109,3
4700720,145,20
4889284,282,3
469127,7345,5
3464311,41,16
159153,5780,18
361415,2302,8
990382,4257,8
402224,111,10
3077,10392,31
6539279,944,1
153646,260,12
7620354,300,3
7745888,40394,4
133088,498,173
7925306,2112,5
5865976,10,2
1319049,3,7
4855127,3194,7
8192536,1171,1
165941,406,19
101026,5163,18
56278,673,3
4964555,3449,4
869538,39032,11
359251,9993,11
348711,2858,4
5859209,151,8
5511263,4885,3
169986,922,16
1917141,1241,1
8161168,150,1
55773,686,3
9207014,2144,0
9207010,26,0
8897924,14,0
7883320,189,6
9382412,18,1
4079426,339,4
162654,569,4
9496860,3912,6
2936401,522,10
1005162,120,5
1385056,22,7
7573934,540,47
9223242,2031,1
7171430,20,1
7235252,52,1
7637528,123,0
5576639,0,3
1520488,830,8
5474086,14,2
389999,2767,8
4423376,787,7
1449525,1068,9
488926,7748,5
9912916,492,1
8475842,6103,1
713260,5245,3
11587,2089,12
6885381,555,5
389977,1276,10
430185,1478,4
10047206,55,0
57542,1262,339
188467,1,1
4866658,1992,7
2652921,102888,5
10166884,142,1
6033302,450,2
7696216,9,300
10284058,56,2
7987288,56,4
4722271,86,5
10334894,47,0
9249574,315,1
9129920,1189,2
4325190,2,0
96311,9,26
10566575,67,1
6216266,394,4
7400520,484,2
280392,746,16
4916189,13,11
1296285,102,3
342589,789,11
7905098,68,4
1605988,2,0
7191000,0,5
2061181,5,1
765860,1828,5
4889546,11,2
5023161,104,1
1618855,29,3
246702,174,437
1594558,170,4
7387432,1,1
582644,1868,13
6442982,8694,4
295199,1730,6
1346327,1013,5
6692443,413,4
66487,4522,47
11212728,0,0
10799798,0,1
2063151,1,35
11212748,2,0
1548492,305,8
1150413,261,20
4334230,3,4
252705,773,17
5836504,454,4
11290,66,12
650574,903,24
8841988,186,3
177025,99,44
396063,2296,9
534504,221,59
4791744,269,6
59966,325,21
16929,45,1
56204,3,1
1270276,1759,25
5273031,444,13
4016247,2963,4
3093671,12237,2
55583,40,3
17038,5529,11
61703,1132,391
71564,2224,3
3652871,419,11
3908,2112,6
291048,69,0
883,1698,3
291047,7990,26
79550,20,0
2914,290,2
3805,35,2
3800,2636,40
3806,21,0
123744,170,5
2217,3042,9
186645,304,0
152796,186,8
194603,4972,9
7678,1182,31
1582617,21,8
245132,293,2
257909,1589,17
264632,269,2
9019,32906,17
178786,3,6
100839,1883,2
4136380,3,0
6114316,48,1
320309,312,3
289641,63,1
289637,265,14
2741,349,16
382518,2,3
15637,544,10
606014,50,86
607174,9732,24
662585,283,2
666363,305,6
78019,424,4
1032054,285,2
10845,323,4
553504,57,2
406846,2158,4
1191189,1115,1
4195538,17131,0
2171,2788,12
12184,1251,16
14646,1067,3
278216,383,0
287282,273,9
1326168,170,1
2523981,33,16
980688,3,0
279806,42,2
88396,372,2
72840,350,25
397952,6221,9
181917,229,3
1213924,31,4
1565072,1,0
1567553,225,0
359400,3021,9
1584452,128,2
14914,379,12
70515,611,30
4981246,4190,12
211425,1833,7
1660787,447,1
370343,453,12
368276,41,0
6892,3106,20
2533021,170,20
361863,659,15
13724,215,2
13710,370,11
2779381,6,1
111309,808,26
1018478,14,3
321501,1364,4
1670499,23,6
317554,120,3
1644095,13935,16
2023621,989,8
304781,2467,6
4029084,440,0
90696,4360,0
4029081,28,0
4029074,79,0
4029075,4,0
94471,67,2
4029071,8,0
4029089,8,0
4029077,0,0
4029079,207,0
13474,1432,3
4029078,174,0
4029086,2,0
4029085,7,0
4029072,190,0
4029076,21,0
4029088,9,0
4029090,124,0
7980,266,0
4029083,25,0
4029073,12,0
4029082,25,0
4029080,1,0
4029087,5,0
4087625,531,0
3904101,374,337
4313861,16,1
1246197,63,2
1611229,72,2
4334203,1446,9
3587071,29,1
3590731,127,1
6139188,24,1
201310,32104,9
1105600,42,8
60180,1033,7
209547,6,3
4439192,60,0
3983091,724,3
72447,2498,9
4605441,283,1
3094481,998,3
4658546,303,2
399254,945,6
298179,125,1
298182,116,2
2643,55,1
1015,2282,10
902,135,5
4896403,187,1
58806,4314,4
4553622,32233,2
93896,1694,7
5063292,4,1
1498145,3,2
3857371,508,1
5098240,143,0
2630141,10,0
5098241,2,0
5149037,14,1
394599,3518,2
6064,3047,5
1164968,1951,15
1655127,34,57
118259,439,10
448446,880,4
4021105,29993,21
1635501,1487,7
1332030,681,314
877449,502,5
1651831,4058,12
5480933,30,28
4656581,156,4
5591993,176,1
5522283,2,2
5643564,89,1
12764,2192,3
350793,384,6
1104626,5,2
4182364,14,3
124379,3649,7
993479,384,10
5845387,10,0
5289906,5,0
366491,54,2
5845380,8,0
5797989,6,0
1243280,92,1
5290583,2431,0
5845392,3,0
5845397,24,0
1644405,562,5
114620,366,21
5845389,57,0
5845388,25,0
5480317,376,3
4567738,91,0
5881098,71,1
1240182,492,12
5972554,218,1
4570918,517,7
61492,102,95
1475693,12,0
265455,4028,2
1269328,187,12
1854401,13,1
186805,2266,9
616820,1870,10
344499,7630,21
4319286,232,7
5280816,13,2
73837,637,7
469946,828,2
5608774,362,13
6835839,14,8
3668401,420,4
1770091,25,3
6619676,3,0
6970467,460,6
7012953,932,2
7102635,1,1
7177398,1,0
7204776,13,1
369667,15,31
7109943,1136,1
70436,37076,8
7668964,10,2
793909,928,6
7771710,438,1
4803160,652,5
69130,1234,32
6733,1445,1
196894,420,22
8011220,2,2
71485,272,30
407686,2240,24
443381,2742,3
2776341,1174,6
8413280,88,1
4949140,999,4
8519242,75,2
13537,20594,6
1478233,157,4
392230,2129,7
7804274,95,3
7486990,314,6
9123514,0,0
1421729,18472,21
5272513,7,6
7802924,6029,4
7540006,513,3
1521633,704,5
4933991,37,0
9520674,25,0
8108031,74,16
4051952,255,9
7380590,183,4
286127,3629,38
380810,6,0
171625,20785,26
7614032,31,9
9890960,0,9
639504,6293,20
200755,69,21
9936316,1,1
6153472,136,1
204071,156,4
15528,1227,5
563778,1001,11
10035178,71,1
111897,88,7
7600204,153,7
1109417,15,1
58909,977,33
10502527,2,6
6573,141435,5
10481817,5,1
10066168,114,5
250717,118,5
10702527,169,1
10782288,3,1
4741064,1341,2
6689577,31,2
5004754,413,11
6097,3586,5
4053332,34762,7
5346813,524,7
5488566,95,2
4458410,23899,8
5812425,60,5
375915,3831,20
1653693,1116,15
10390416,32,7
2716061,152,2
116801,20,12
11100248,235,1
9540916,92,2
6696,19769,31
11140296,4,1
2829151,184,3
9070832,176,2
241143,585,9
1220614,3330,14
2332741,891,3
55584,393,4
55847,199,11
55936,45,1
55190,370,4
172663,4,0
68679,127,1
135333,45,11
355228,4,0
69619,121,0
65973,316,2
66216,7128,23
70725,473,0
73672,956,1
71890,11561,119
8539,1929,4
11836,1662,0
79773,5105,4
97087,78,68
98638,97,0
101283,22,3
104948,14,5
90461,1403,13
75609,14838,86
146852,326,4
148320,1138,2
64646,4545,18
74338,16710,10
14642,3851,17
152904,21,0
152905,22,0
14367,70,0
156633,9133,0
151536,141,5
11128,19107,54
286758,52717,62
13897,1336,1
196391,963,0
1268,6585,27
99830,2358,413
215669,459,8
240420,485,3
1501460,30,0
1501461,132,0
1501459,28,0
3358,4008,5
314012,501,6
291600,67,0
291605,203,0
291596,647,1
291604,732,0
291602,1931,0
291595,99,0
291603,237,0
291598,141,0
291601,1085,0
291599,92,0
291597,304,0
162128,252,3
305344,389,4
308870,5374,5
297387,538,7
338225,98,3
5506600,236,54
157243,27,3
317952,136,0
313233,6490,6
262732,1464,2
61171,1,6
464507,64,0
314785,161,11
560436,188,0
314867,268,1
802203,3723,9
104874,82,21
6521,947,3
1003730,131,1
85343,173,1
1036451,67,1
526770,1416,10
1064577,3,1
5016,10286,2
1202638,148,1
1209815,84,1
1215236,8497,10
180459,51,7
6993909,1,0
877099,809,5
1270345,946,10
230422,6064,8
66325,248,69
298023,11906,4
479320,28,0
16350,122,15
8715,4368,9
793492,4292,0
13117,1077,4
8714,3018,3
8719,936,8
15975,341,5
16198,1798,2
9952,297,7
1409557,1,0
1419482,2,0
130487,3290,5
1451069,38,2
210896,6336,6
399141,2316,8
1493569,47717,1
3394,4068,8
1680860,418,2
450749,263,6
328294,544,11
887197,555,6
1924671,0,0
2127921,1332,11
1136994,88882,9
305077,19,8
4269691,414,0
5273123,54,1
1014292,56,15
132132,1396,21
3495,4360,2
4029095,230,0
4029092,28,0
4029094,121,0
4029091,13,1
4029098,35,0
4029099,186,0
4029100,58,0
4029093,70,0
4029096,486,0
4029097,60,0
190947,41,21
258201,288,2
1036855,892,3
4349699,293,0
961594,1457,2
243678,492,5
8562,3676,0
1263575,56,1
146029,695,4
241254,5694,8
11125,44867,2
4605444,1787,1
448429,67,2
85266,261,3
3548,2252,15
109587,160,23
4737724,4,0
278904,233,15
1399069,433,0
188258,6496,1
4652753,1050,5
416817,19386,18
989702,361,0
292194,2,0
4905253,113,8
274867,34,8
2580161,231,6
555052,4092,15
4990166,6,0
5001672,25,1
1117125,264,3
4918649,2,0
5053980,16679,11
329931,37,4
1005941,2217,14
4664482,474,3
369243,406,0
995453,6027,6
62434,576,22
113084,1515,16
346409,1507,6
5373344,0,2
5392626,1191,3
124810,939,26
1417867,2475,13
114226,3511,15
434949,140522,8
409983,4298,43
240944,5987,18
58095,1919,61
5463686,211,5
152044,2283,7
5595892,54,0
5595896,14,0
14640,647,9
4601925,3360,5
188928,24,3
13877,143086,7
3088,1357,12
5790625,2,1
5797149,579,7
306136,9,7
1116539,24659,12
5809168,213,1
4018276,3390,0
5587795,2902,1
1208618,136,23
96287,23,4
69912,138,54
215336,864,196
111892,2091,142
380252,221,31
1208619,208,32
56786,2698,243
173726,498,190
71322,986,185
4676217,5,14
1379560,195,77
76814,207,29
96133,21550,175
4181029,5,6
215419,66,39
1638145,0,15
215729,765,114
1341917,41,28
4107481,3,5
1356474,77,189
191180,29,54
207718,60,32
370256,1,7
1667109,4,9
5069809,52,5
1298981,1257,50
1559247,246,41
294406,0,5
1554119,0,5
344759,8,29
1438293,82,20
185401,33,34
323704,207,29
86614,417,68
577568,0,1
5794776,0,0
113083,54,4
323189,2,4
5871486,8,0
5871485,6,0
128368,1649,93
1554716,22,30
382295,5,53
101998,326,4
5566414,51,0
166752,217,0
5958194,4,2
1310497,134040,4
470357,398,4
863260,13634,14
4643937,56,2
86024,334,3
6328644,2,1
1165261,931,4
12800,3988,49
6167122,289,4
6368804,454,31
5539489,1268,3
85053,275,3
1313232,153,3
63753,416,20
6545411,16,0
5629859,6,1
6082464,197,2
3743181,148,4
6648724,20,0
5963174,1227,17
6062240,117,86
1108705,399,0
4095313,497,10
244,73735,11
393680,585,3
11195358,0,0
103305,202,48
58865,4250,92
7580274,995,1
7080613,138,2
5690890,608,2
883033,1886,12
7530148,811,18
7209476,5,4
1016812,1462,10
1517642,18,8
4238245,399,17
7541708,321,6
398910,1208,6
72220,793,9
6001306,77,16
1442179,75,18
2075521,6656,15
7712758,22,1
7996370,132,2
7996372,105,0
7996376,64,0
8207352,39,0
7817068,16,2
8207360,18,1
103185,200,24
4081353,557,10
5620510,150,8
8136616,45,1
74497,897,2
8333118,85,1
3893021,241,10
4465630,1447,3
8460368,22,1
1158376,224,11
8481064,918,1
1386402,84,1
1183232,640,5
5569389,9471,18
8465440,197,2
193896,336,7
8660992,34,2
7609982,25,0
8750336,142,1
5540008,5074,4
881595,568,1
7963450,0,0
5316882,1007,0
199322,3,0
1585174,6300,2
9012650,1068,3
476626,1719,10
5812737,5711,20
1199657,701,2
8593090,1094,3
5890187,209,6
649998,73,2
9424656,34,1
9551110,69,1
260113,2341,8
4139583,3,1
1333528,2,10
9709638,41,5
9841534,11458,1
6563833,106,8
4852819,1336,63
5543386,34,12
9330636,37,34
292877,426,25
5623145,412,1
4848962,15321,4
5515456,509,11
3301581,401,5
7995068,392,4
152188,249,16
243782,8864,18
9392314,760,4
1315568,0,6
4817,1801,12
309748,2229,1
10449,6762,24
10694337,31,1
10385666,165,4
6351026,8,1
10077934,2644,3
4629561,1024,5
267335,21462,7
7899310,67,1
10261686,310,4
4856858,534,9
13939,16084,51
11175752,337,7
10933284,8,9
1134477,187,6
4440227,49,3
5653237,33,2
3656,7278,16
251635,1956,189
157008,419,3
11278750,127,1
5202636,61,25
9747930,41,4
54417,140,1
4681,2647,12
55754,6300,10
69779,524,7
2576,21796,14
66028,651,29
12895,181,0
9745,10166,26
11517,6290,4
79774,489,16
93408,28,10
93116,77625,16
116858,196,1
123745,106,15
4235390,1,0
1484603,4,20
125457,273,14
112355,704,11
131061,276,9
81718,2093,4
3282,6023,12
175889,11,0
58695,729,8
194965,215,8
1482930,13,0
242331,803,1
131854,2158,11
161119,193,11
244617,10853,16
16192,895,14
3271,33006,4
64304,186,3
266534,300,0
5134,163,5
275150,10,0
310243,49,3
4142042,1,0
361937,18,1
193037,1022,6
380771,190,1
377709,3169,30
4121,591,8
62886,350,12
607175,1356,2
803788,0,2
524,2996,4
1604616,2,24
12647,2525,15
4783,11803,16
1045091,82,5
1017961,582,5
1112347,3,0
557430,169,11
12684,122,6
2427,6299,8
1171450,17,1
484059,4148,3
1016387,36,24
1229618,367,0
14967,4389,34
262858,862,8
330171,113,11
605341,17522,7
402754,963,12
391060,861,13
336446,440,8
1358060,161,2
10893,8905,21
7303,83,2
312225,128,1
331287,254,0
1371352,121,1
247856,4347,4
309615,361,2
331335,3939,16
1371357,32,0
1371354,327,0
1371353,51,0
1374864,97,0
1397709,2,0
1419867,4,0
245368,53,1
4656455,56,0
1460997,35,4
1517835,337,1
1518399,24,2
1611435,196,1
326219,2370,0
1652070,112,4
58036,814,4
120772,5489,10
7034,1681,45
2147761,612,1
174308,3000,13
188843,4347,12
767,9235,54
99794,59,7
575523,52,1
5421620,52,8
838919,0,0
1569864,97,0
1638496,1633,8
1116393,1314,26
13620,11225,41
989683,39,3
134389,2623,76
1380766,22274,13
1587020,28,0
1533737,2,0
15958,237,10
1724821,66,1
9154,2354,6
283635,6708,5
1179806,189,2
2993031,1508,2
1692580,193,3
3824901,40,0
1955681,308,51
346878,12,4
4011021,1666,5
5852383,28,0
4070270,10,0
4073105,137,0
4218203,27,1
4328837,13,1
4405308,927,4
149796,210,2
108002,431,8
4532688,39,0
4554120,75,1
14292,10912,9
4605447,1398,1
415510,2733,30
12329,2413,14
390950,2258,10
1551612,12,7
66644,1937,16
469020,6087,21
4777399,5,0
4777398,370,0
4628187,4147,2
383502,651,86
4892170,858,8
4933313,22,1
4086147,5513,2
5008612,177,4
407769,659,10
853415,725,4
5115716,0,1
514445,294,6
1359308,43,0
5282838,85,1
5076265,2513,3
146247,37,21
4067201,13,0
1446867,3306,7
5316472,16,2
57726,2388,6
58106,102,9
386418,1276,19
819116,4769,4
5409723,6,1
1208623,74,9
3784,657,2
5506841,97,1
5506831,13,1
5506843,65,0
5506844,23,1
5506845,5883,0
4266507,2358,4
1195,5599,2
4698316,9026,2
5637504,66,0
5637505,1,0
253339,1793,27
81920,651,8
1016430,170,10
5781544,1,1
395759,20,1
668658,14246,15
4470556,10,3
5840176,36,1
361954,6,8
4506916,2491,24
1593168,203,11
315196,545,9
193844,65980,16
403928,27,3
177090,1116,56
5946806,4,3
1491813,102,13
11333554,0,0
5563826,12182,20
62735,469,24
1390296,499,2
6455177,1822,6
287189,249,21
5231935,9,0
78018,3328,4
140714,39,20
6819381,4008,3
6925167,55,3
338435,1259,15
5406152,61,0
6760479,475,0
3842671,21572,9
243587,261,8
7315080,477,1
7462748,43,1
1637650,2106,114
1047075,25091,13
3370121,7,30
4883258,22,84
5602827,1,12
1667921,41,11
347074,491,12
4414718,2478,9
5399266,496,1
1476332,2441,3
7689134,682,4
2828051,29343,16
301301,880,11
5820290,418,5
4053223,4977,9
1388933,347,14
1640402,301,10
7903334,10,1
5247998,529,7
8027845,165,7
2246961,2357,5
85917,361,0
6974,3846,13
290870,827,12
8582070,1258,0
12889,23370,21
5788174,1780,10
326399,766,5
7832512,872,4
646498,9,1
465261,120,21
8778566,362,0
5340648,908,24
7885204,369,13
1369847,0,12
8925670,103,1
375948,9,4
14138,279,50
1059333,31228,3
8892296,29,1
151533,7197,8
1221505,7403,1
10035146,1,1
1435297,6161,26
9049300,28,0
9713358,0,9
5286986,756,7
9908132,709,3
7575794,2954,7
5002310,2,61
5497710,435,6
9998972,23,1
10030480,294,1
10036298,0,1
5936499,1224,3
8102829,354,3
5906871,529,0
10351852,104,1
10363820,19,1
4073446,193,2
10538769,19,0
1436394,1008,3
7626068,1477,10
10754358,2,1
5376411,171,5
400615,25557,2
524478,7,48
1059564,979,10
6203868,26,48
375617,207,1
5808693,146,58
4770385,118,2
275677,1506,24
5478136,710,3
1832211,147,7
8773452,798,7
9773420,72,5
8788522,1864,2
9945206,13991,14
644946,50643,19
1446834,181,13
5636185,6475,15
11303602,2,1
1774,57705,5
6341270,515,8
11389676,5504,0
10778,1442,6
11389666,463,0
1202321,986,0
1709917,5260,1
10737710,534,1
1545788,9946,2
11389674,32,0
11389668,398,0
335738,1402,7
1278975,34,5
4505,4094,9
57796,1463,18
70190,206,0
151870,721,5
70707,11,0
70884,330,1
67492,35,5
10779,4093,13
78213,28,0
79775,219,2
80775,85,0
101468,12,1
4220753,95,0
110064,10,3
110525,4640,1
146011,1144,33
75333,174,25
66011,956,123
152590,61,5
75302,7991,9
214859,316,59
5255,2652,6
243608,1274,7
244246,786,21
248147,156,3
13759,1401,3
11162,104,2
265710,134,3
173045,14,0
294522,197,5
149305,351,6
9993,124,3
71167,2151,6
206342,274,5
13026,902,22
7532,260,5
294521,1025,1
3231,4836,9
73506,882,7
304094,7,0
335685,13,4
152610,5124,9
355120,5253,2
355121,95,0
355122,1224,0
355123,18,0
135275,71587,9
362804,87,1
4135984,17,0
4152194,3,1
4152192,85,0
122811,5778,3
4152191,95,1
4152190,4,1
4286942,4,0
386385,268,2
487604,206,2
266867,54,8
9710,269,2
1459,111249,15
13234,1041,18
4120436,10,0
128930,79,0
538303,0,1
399230,3293,4
469472,190,5
1188983,1637,3
16720,4329,22
304823,42,4
64989,299,4
1225477,377,0
1037434,289,4
96530,3625,10
71248,717,144
1115226,199,2
1341019,660,4
1126856,2508,8
248699,2042,7
1385833,671,14
1074391,2019,0
475045,1111,18
73489,520,42
6776487,10,1
793724,5817,6
1449468,21,4
1515737,5695,14
1519901,83,2
1329885,6,22
5237770,7,4
7065721,73,0
1240187,80,2
1645003,17,2
1688,991,14
392915,1516,5
92717,24,0
1616054,285,8
317749,3680,10
2352,12134,7
2067001,0,0
5400,237,4
10646,9895,25
2482791,6,0
987855,49,10
2482781,2376,11
2482811,55,1
2482751,21,0
2482771,19,0
2482801,10,0
2482741,113,0
1240512,371,5
2482831,3,0
2482731,37,0
2482841,8,0
2482871,3,1
2482861,26,0
2482691,3,0
2482681,57,0
2482671,43,0
2482661,136,0
2482821,18,0
2482881,49,0
12900,52828,8
206058,814,26
3188031,0,0
3250471,13,0
4296357,1,0
4296355,51,1
67549,495,1
319359,11,21
773,2539,13
1193277,9325,6
2160,17303,21
1479263,521,2
3504041,3133,15
203634,41,0
3504421,521,14
4376867,308,1
4028364,6236,0
4530,690,14
1347923,265,6
135295,2,13
304733,1574,5
1597338,742,7
314819,5697,12
4851672,3,20
264254,2071,0
4962458,130,0
4729283,192,2
4978292,81,15
451199,32,3
5349,18782,19
7084,650,0
182933,172,1
5036098,1801,0
5036101,183,0
5036099,306,0
5036100,1055,0
4606573,90,3
5075592,69,0
4396637,2089,11
4757,15679,32
5036248,26,1
4705632,1011,17
245043,23179,32
2605211,4326,18
5313010,228,4
5305405,21,0
152927,4002,9
4568082,4346,1
1388370,5,7
246352,34,3
1211586,152,1
1203289,238,202
1448754,514,6
298954,22794,22
85062,537,7
146009,800,5
1422064,486,5
5270955,145,8
5793942,116,1
117002,278,7
5587706,436,6
130363,58,44
4515796,4058,6
5455864,4034,5
1422178,183,11
1684834,4772,14
436605,103,11
184241,67,0
5942570,5,0
253795,61,2
1397201,4,1
261619,880,4
352101,646,12
306852,4790,18
5532001,22,0
4917543,223,2
6416866,1409,3
838697,188,6
1709332,402,2
6786873,43,0
617632,280,206
6861295,248,9
5838830,8286,2
6906267,548,1
318012,1222,0
4090334,46,10
6441728,187,1
4545258,146,0
2648081,11,0
7419080,561,1
2081371,1883,4
7489320,26,6
7512268,125,2
453057,1834,36
7580276,21,0
578810,15607,17
494521,129,2
55832,55,2
3893301,46,3
1032617,18867,9
1628121,1850,0
7799598,623,6
7774194,2,0
4764251,1070,8
1250306,702,9
480266,662,13
7974878,223,7
4806707,945,5
7592692,4551,3
7859506,124,2
8168116,136,0
7167,695,8
8298498,1,1
4786813,2601,9
1351244,261,6
171564,233,26
8205378,9231,1
8632532,59,1
211408,9287,10
8727236,403,1
243923,772,10
1203284,507,15
3889291,160,9
5813550,160,3
9136142,259,10
1453687,576,6
2058211,155,38
9065280,2,10
9228950,1,0
4545443,190,47
4547697,0,1
9228948,0,2
9192468,3,4
9228954,1,4
4632811,473,27
1448773,531,2
7322,2588,6
874750,10957,2
132120,4683,15
9763384,564,1
306586,3149,23
1568449,6853,8
5836038,2,9
58152,808,6
7915854,680,4
10079580,9,1
6203058,1000,7
1470323,194,0
3221931,2502,5
6053,2631,7
1497865,305,38
2829671,14022,2
163887,49,5
4022807,11,2
5248555,222,9
10508371,66,1
9329644,157,6
8857828,1001,0
6393124,9,3
604830,38015,18
10679027,0,0
10679029,0,0
10679031,0,0
7165504,311,6
9037,2295,10
7778850,259,4
16794,1684,16
179167,14,32
129700,269,1
4304633,21,3
10472775,176,5
11147420,3,0
4427867,6,1
5007603,302,8
7689170,576,1
11533,3041,7
1784,27794,11
5287692,0,2
6072378,117,23
7541378,17,8
1764331,146,8
9913368,149,2
11259468,1,0
4576043,1,2
7273150,840,62
210152,867,8
668470,231,4
1218931,673,2
7623954,328,1
5171415,90,8
7543310,385,2
8394662,1407,2
1438117,170,2
1644393,121,412
7521362,15,92
11369590,928,1
9601,921,9
55939,41,1
2932,1715,2
7955,8744,1
16482,65,1
68166,1907,2
166801,318,0
74081,10708,4
3121,467,7
68894,447,10
143027,361,5
80776,2311,7
8124,6130,6
71334,152,1
10687,5852,1
77127,2291,84
16025,386,1
112609,83,20
119632,424,4
7920,231,4
126444,171,2
58020,391,36
128654,235,2
144434,1384,4
11105,213,1
152400,402,3
4661,11257,9
90464,12267,37
165499,224,9
3284,3512,2
9227,6941,14
211347,3682,5
1348510,165,290
142014,588,11
251400,575,0
8662,99,0
266344,94,0
6937281,0,0
6937279,1,0
6937283,2,0
1195729,232,16
7762,1138,14
2697301,100,4
6937277,0,0
4787,2755,1
4365,1709,5
280440,50,0
280441,142,0
12522,205,0
5236,1742,16
113112,43,2
325670,28,1
328346,31,1
179800,3144,8
156724,28064,2
354789,116,1
354786,1477,2
354785,132,1
117908,121,10
281457,0,0
469292,120598,17
477681,6054,5
160721,526,10
796978,197,2
810331,559,17
65277,332,22
995102,152,0
995095,4,0
995372,106,1
448385,11,20
157313,20,1
469426,2430,7
132846,4315,14
1137641,22,2
1139754,15,1
1180342,48,1
1177831,539,1
1223780,79,4
1223776,36,0
1223783,22,0
1223781,96,0
1223774,217,0
1223778,384,3
1223775,144,0
1223782,25,0
1225482,9,0
10881,18179,70
386024,11652,55
3300,27081,10
372685,135,3
476389,131,4
214919,13952,9
1339843,2910,10
6865223,3,0
1361398,57,0
1389649,435,1
1406576,1331,40
187521,2857,17
3984,459,45
3288,2604,7
345899,382,1
86861,96,7
802760,30,0
1449632,1,0
1449630,0,0
4225154,868,0
452542,81,11
13611,284816,19
712099,311,8
2008561,62,1
1637527,5,0
1218818,11671,18
395126,1359,14
1379044,14649,2
1206362,748,8
2648011,866,2
2712291,290,3
1685187,343,2
1349707,2563,12
1377867,113,5
279877,59,0
242056,586,18
359982,653,3
4039641,355,1
9347,2819,23
1395637,2001,23
4087642,16815,1
55519,808,5
5830,680,4
283669,873,3
4276212,3981,0
62091,4601,57
646319,63,27
4432801,9,0
1649400,17,1
4437545,9,2
1525504,2550,10
1427880,78,6
1291980,15,10
68223,40,2
4523427,13,1
4528735,443,1
2811,6984,14
242526,58,132
4532707,154,0
4532706,571,0
4532709,173,0
4532708,887,0
8724,91,30
1707750,3797,5
102766,336,15
67185,35391,101
153513,791,35
4710925,211,0
4247782,2436,7
4769734,19,0
4771579,75,0
4321652,3107,3
1233740,5,6
4799929,5,0
498441,219,12
299373,15989,15
8130,2314,8
4941488,9,27
3362,4336,16
4981319,2,0
4981324,35,0
4981323,5,0
4981316,12,0
4981321,93,0
4981322,7,0
4981318,9,0
4320525,208,0
4981317,2,0
4981320,5,0
4992988,15,0
4992991,42,0
15124,5606,41
8783,60,0
4775066,272,2
5036103,115,0
5036102,66,0
5036108,71,0
5036104,51,0
5036107,56,0
5036106,7,0
5036109,60,0
4498961,1249,0
827543,766,5
5098127,76,0
5098129,78,0
5098128,80,0
5100740,21,0
8521,703,2
254014,1008,16
986940,18918,29
175994,1041,64
5188145,3,4
9294,309,2
5304085,0,1
1050603,139,5
817000,304,4
169057,28,15
5375399,482,1
122578,731,13
383377,1936,21
9048,393,4
8692,551,9
5451707,11,1
2108941,649,11
256729,483,1
305612,1173,12
5786771,3,2
12981,340,1
5800399,3,1
5787345,1612,5
1373920,286675,48
82039,39,38
82974,650,9
5902122,1,0
211030,14011,17
8631,2271,4
5523727,1158,4
89987,5845,34
205422,6994,17
6285446,13,1
455892,95,1
6341210,167,3
4554,993,3
1014407,4,6
6575461,224,1
6698755,2,4
365653,4513,6
1225185,1186,7
5555194,49,3
